Firma Adı;Konum;Resim Yolu;Telefon;E-Posta;Hakkımızda;Kuruluş Yılı;Ücret Aralığı;Kapalı Alan;Açık Alan;Özellikler
Pearl Çocuk Oyun Atölyesi;Gölcük / Kocaeli;kurum_galeri/pearlçocukoyunatölyesi_1770962344.jpg;+905417420981;iletisim@oyungruplari.com;Oyun Grupları Doğum Günü Organizasyonları Atölyeler;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş
Şenay Öncan Çocuk Gelişimi Mrkz.;Karaman Merkez / Karaman;kurum_galeri/şenayöncançocukgelişimimrkz_1770962346.jpg;+905536511770;iletisim@oyungruplari.com;;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Aile Daışmanı, Psikolojik
Beta Çocuk Gelişim Merkezi;Maltepe / İstanbul;kurum_galeri/betaçocukgelişimmerkezi_1770962348.jpg;+905050541622;iletisim@oyungruplari.com;Çeşitli oyun grupları ve bireysel seanslarla(özel eğitim),(gelişimsel destek),(oyun terapisi)merkezimizde hizmet vermekteyiz. Bunların yanı sıra gelişim zeka ve dikkat testleri uygulamaktayız Merkezimizde oyun grupları kurum sahibi Betül Öztürk tarafından yürütülmektedir;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Kamera, Yabancı Dil, Satranç, Aile Daışmanı
Kartal Beyaz Zambak;Kartal / İstanbul;varsayilan.jpg;+905056770725;iletisim@oyungruplari.com;Kartal beyaz zambak anaokulu olarak hem tam zamanlı okulöncesi eğitimi hemde anneli oyun grupları için etkinliklerimiz mevcut;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Güvenlik, Kamera, Yemek, Yabancı Dil, Kodlama, Bahce
Playdotco;Çukurova / Adana;kurum_galeri/playdotco_1770962351.jpg;+905382578853;iletisim@oyungruplari.com;4+ yaş grubuna haftasonlari anlasmali oldugum mekanlard gezici atolye olarak etkinlikler workshop calismalari duzenliyorum.Daha cok kendin yap projeleri hazirliyorum.Bunun disinda dogumgunu atolyeleri ve kapali grup etkinlikleri yapiyorum;;;;;4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Waldorf
Tonguç Kids Oyun Grubu;Kayapınar / Diyarbakır;varsayilan.jpg;+905392243423;iletisim@oyungruplari.com;Tonguç Kids Oyun Grubu olarak Diyarbakır Kayapınar'da oyun grubu ve çocuk atölyesi etkinlikleri düzenlemekteyiz. 1-6 yaş arası temalı ve fiziksel oyun alanı Diyarbakır oyun grupları Kayapınar oyun grupları;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Yaratıcı Drama, Kamera, Montesorri, Reggio Emilia, Bahce, Çocuk Parkı
Eskişehir Orman Okulu;Odunpazarı / Eskişehir;kurum_galeri/eskişehirormanokulu_1770962354.jpg;+905332822296;iletisim@oyungruplari.com;Eskişehir Orman Okulu, çocuklara doğayla bağ kurdurmayı amaçlayan, çocukların bütünsel gelişimlerini destekleyici  organizasyonlar yapar. Tüm yaş grupları için haftalık düzenli orman buluşmaları planlanır. Orman buluşmaları 2 saat sürmektedir. Okul grupları ile orman buluşmaları 1,5 saattir ve beslenme molası yoktur.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Binicilik, Yoga, Muzik, Orff, Yaratıcı Drama, Montesorri, Waldorf, Reggio Emilia, Cooperative, Aile Daışmanı
PNR Sanat Akademisi;Kadıköy / İstanbul;kurum_galeri/pnrsanatakademisi_1770962357.jpg;+905359458436;iletisim@oyungruplari.com;Okulumuzda Piyano, Keman, çocuklar için Bale, yetişkin bale, farklı yaş gruplarına uygun oyun grupları programları vardır.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, Pilates, Yoga, Bale, Dans, Koro, Muzik, Orff, Yaratıcı Drama, Montesorri
Minik Scientist;Eyüpsultan / İstanbul;kurum_galeri/minikscientist_1770962358.jpg;+905316632274;iletisim@oyungruplari.com;;;;;;
Bee Kids Play;Çekmeköy / İstanbul;kurum_galeri/beekidsplay_1770962360.jpg;+905547975437;iletisim@oyungruplari.com;Oyun Atölyesi ve Psikolojik Danışmanlık Merkezi Hizmetlerimiz: Oyun Atölyeleri ve Oyun Grupları Gelişimsel Değerlendirme ve Takip Ebeveyn Danışmanlığı Çocuk Değerlendirme Testleri Çocuklar için Oyun Terapisi Ergenler için Psikoterapi Anne Babaların Kendi Süreçlerine Yönelik Danışmanlık Yetişkinler için Psikoterapi Ebeveynler için Eğitim ve Seminer;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Montesorri, Waldorf, Reggio Emilia, Bahce, Aile Daışmanı
Heymomms;Fatih / İstanbul;kurum_galeri/heymomms_1770962361.jpg;+905443581344;iletisim@oyungruplari.com;Cumartesi saat 10:00 - 16:00 arası çocuk oyun grubu ve atölyeleri düzenlemekteyiz. Etkinliklerimiz 50 dk sürmektedir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş
Petit Atelier Florya Oyun Atölyesi;Bakırköy / İstanbul;kurum_galeri/petitatelierfloryaoyunatölyesi_1770962363.jpg;+905343390430;iletisim@oyungruplari.com;Petit Atelier Florya Oyun Atölyesi olarak İstanbul Florya da oyun grubu ve çocuklar için atölye düzenlemekteyiz. Atölye içeriklerimiz uzmanlar tarafından hazırlanmaktadır. İstanbul oyun grupları Bakırköy oyun grupları Florya oyun grupları;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş
Miço Çocuk;Karesi / Balıkesir;kurum_galeri/miçoçocuk_1770962364.jpg;+905411901035;iletisim@oyungruplari.com;Miço Çocuk olarak Balıkesir Karesi bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Karesi oyun grubu. Balıkesir oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Yoga, Yüzme, Orff, Yaratıcı Drama, Güvenlik, Montesorri, Waldorf, Reggio Emilia, PYP, Yabancı Dil, Bahce, Aile Daışmanı
Nur Kids Oyun Grubu;Bahçelievler / İstanbul;kurum_galeri/nurkidsoyungrubu_1770962366.jpg;+905060619862;iletisim@oyungruplari.com;olarak İstanbul Bahçelievler bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Bahçelievler oyun grubu. İstanbul oyun grupları.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Binicilik, Jimnastik, Yoga, Yüzme, Bale, Dans, Koro, Muzik, Orff, Yaratıcı Drama, Kamera, Servis, Servis Ablası, Servis Ögretmeni, Yemek, Montesorri, Waldorf, Reggio Emilia, Yabancı Dil, Kodlama, Satranç, Havuz, Bahce, Çocuk Parkı, Aile Daışmanı
Nur Akademi Anaokulu;Bahçelievler / İstanbul;kurum_galeri/nurakademianaokulu_1770962367.jpg;+905535391870;iletisim@oyungruplari.com;;;;;;
Mavera International Sport Center;Başakşehir / İstanbul;kurum_galeri/maverainternationalsportcenter_1770962369.jpg;+905444592002;iletisim@oyungruplari.com;Mavera International Sport Center olarak İstanbul Başakşehir bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Başakşehir oyun grubu. İstanbul oyun grupları.;;;;;
Fethiye Oyun Atölyesi;Fethiye / Muğla;kurum_galeri/fethiyeoyunatölyesi_1770962370.jpg;+905458853200;iletisim@oyungruplari.com;Merhaba! Biz, Fethiye'nin renkli dünyasına renk katmayı ve çocuklar için eğlenceli öğrenme deneyimleri sunmayı amaçlayan Fethiye Oyun Atölyesi ekibiyiz. Çocukların hayal gücünü besleyen, yaratıcılıklarını geliştiren ve öğrenmeyi eğlenceli bir maceraya dönüştüren bir ortam yaratmak için buradayız. Fethiye Oyun Atölyesi olarak, çocuklar için etkileyici etkinlikler sunmaktan gurur duyuyoruz. El sanatlarından bilimsel deneylere, oyunlardan hikaye anlatımına kadar geniş bir yelpazede etkinlikler düzenliyoruz. Her bir etkinliğimiz, çocukların yaşlarına ve ilgi alanlarına uygun olarak tasarlanır ve öğrenmeyi oyunla harmanlayarak eğlenceli bir öğrenme deneyimi sunar.;;;;;
Happy Kids Corner Kurtköy;Pendik / İstanbul;kurum_galeri/happykidscornerkurtköy_1770962371.jpg;+905375440373;iletisim@oyungruplari.com;İstanbul Kurtköy de oyun grubu hizmeti vermekteyiz. Erkinliklerimiz hakkında bilgi almak için ilanlarımızı inceleyebilirsiniz 😊;;;;;
Atölye Çocuk Montessori;Isparta Merkez / Isparta;kurum_galeri/atölyeçocukmontessori_1770962373.jpg;+905065879939;iletisim@oyungruplari.com;Atölye Çocuk Montessori olarak Isparta Merkez bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Merkez oyun grubu. Isparta oyun grupları.;;;;;
Atölye Minik Eller;Ümraniye / İstanbul;kurum_galeri/atölyeminikeller_1770962375.jpg;+905533496461;iletisim@oyungruplari.com;Alemdar sokak 17/2;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş
Play Up Çocuk Kitabevi ve Atölyesi;Çankaya / Ankara;kurum_galeri/playupçocukkitabeviveatölyesi_1770962376.jpg;+905075185918;iletisim@oyungruplari.com;;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga, Dans, Muzik, Orff, Yaratıcı Drama, Montesorri, Waldorf, Yabancı Dil, Kodlama
Atölye Stella;Üsküdar / İstanbul;kurum_galeri/atölyestella_1770962379.jpg;+905057972240;iletisim@oyungruplari.com;Waldorf yaklaşımı ile çocuğun sosyalleşmesini ,yeteneklerini geliştirmesini, eğlenerek öğrenmesini, paylaşımcı olmasını, ezberlemekten öte sorular sorup sorgulayarak, öğrenme ve keşfetme deneyimini gerçekleştirmeyi amaçlıyoruz. Birbirinden eğlenceli ve eğitici atölyelerle ,çocukların okul öncesi süreçlerinde bilişsel ,sosyal ve duygusal gelişimlerine katkıda bulunmayı hedefleyen deneyimli bir ekibiz.;;;;;Jimnastik, Yoga, Orff
Joykids;Etimesgut / Ankara;kurum_galeri/joykids_1770962380.jpg;+905054405437;iletisim@oyungruplari.com;Merhabalar.  Misyonumuz aynı yaş gruplarını bir araya getirip sosyal ve paylaşımcı bir birey olmasını sağlarken bir yandan kreşe hazırlamaktır.  Haftalık değişen etkinliklerimiz ve miniklerimizin yaşlarına göre gelişim odaklı oyunlar öğretmenimiz tarafından hazırlanmaktadır.  90 dk sürede 30 Dk serbest zaman ile geçiyor. aylık paketlerimizde indirimlerimiz mevcuttur Etkinliklerimiz ebeveyn katılımlıdır Randevularınızı 2 gün önceden oluşturunuz;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Dans, Muzik, Yaratıcı Drama, Montesorri, Kodlama
Gambit Satranc Cafe;Nilüfer / Bursa;kurum_galeri/gambitsatranccafe_1770962382.jpg;+905327036510;iletisim@oyungruplari.com;;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Muzik, Yemek, Kodlama, Satranç
La Atölye De Silvia;Beşiktaş / İstanbul;kurum_galeri/laatölyedesilvia_1770962384.jpg;+905386491101;iletisim@oyungruplari.com;;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 5 - 6 Yaş
Kukaladım Oyun Evi;Beylikdüzü / İstanbul;kurum_galeri/kukaladımoyunevi_1770962385.jpg;+905345920901;iletisim@oyungruplari.com;Oyun alanımız ve cumartesi günleri atölyelerimiz bulunuyor sadece cuma günleri kapalıyız;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Kamera, Montesorri, Çocuk Parkı
KidzBrain Oyun ve Etkinlik Merkezi;Bornova / İzmir;kurum_galeri/kidzbrainoyunveetkinlikmerkezi_1770962387.jpg;+905335217376;iletisim@oyungruplari.com;Kurumumuz 15aydan itibaren bebek ve çocuklara gelişimsel oyunlarla destek olan, duyu bütünlemeyi ve duyu oyunlarını önemseyen Kişinin psikolog ve çocuk gelişim uzmaları eşliğinde gelişmeyi ve sosyalleşmeyi destekleyen bir anlayışa sahiptir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, Dans, Muzik, Montesorri, Reggio Emilia, Kodlama, Aile Daışmanı
Can Kids Academy;Beylikdüzü / İstanbul;varsayilan.jpg;+905538545013;iletisim@oyungruplari.com;"Türkiye'de ilk tuz odası olan akademik oyun evimiz; öğrencilerimize sıcak bir ortamda öğrenip, eğlenme imkanı sağlıyor. Aynı zamanda bağışıklık sistemini güçlendiriyor :)";;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş
Gem Oyun Atolyesi;Bakırköy / İstanbul;kurum_galeri/gemoyunatolyesi_1770962391.jpg;+905385174242;iletisim@oyungruplari.com;14-40 aylık çocuklarımız ile her hafta farklı temalar üzerinden duyusal ve hareketli oyunlar, Seda Öğretmen ile piyano eşliğinde Ritim ve Sanat programlarımız bulunmaktadır. Çocuklarımız kendi aylarına uygun programlarımıza katılım sağlarlar ve sosyalleştikçe gün ve saat artışı sağlanır. Aylık katılım zorunluluğumuz bulunmamaktadır. Tek Katılım Ücretlerimiz 600 TL.dir. Aylık katılım isteyen velilerimiz için 4 atölye programımız 2000 TL.dir.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Muzik, Orff, Montesorri, Reggio Emilia, Yabancı Dil, Kodlama
Rotamiz Orman;Eyüpsultan / İstanbul;varsayilan.jpg;+905437164435;iletisim@oyungruplari.com;We are seeing the world through a completely different perspective, among the trees. 🦒 Eco- Art | Forest Experience 📍İstanbul 👩;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yaratıcı Drama, Bahce
Psikokampus Kids;Pendik / İstanbul;kurum_galeri/psikokampuskids_1770962395.jpg;+905353849236;iletisim@oyungruplari.com;Oyun gruplarımız Psikolog ve oyun terapisti eşliğinde 1,5 saat sürmektedir. 1 saat atölye çalışması + 30 dk serbest oyun alanı kullanımı şeklindedir. Çocuğunuz serbest alanda oynarken, psikologumuz çocuğunuz hakkındaki atölye gözlemini sizinle paylaşmaktadır. İçeriğimiz İnce motor, kaba motor, duyusal, işitsel alanları destekleyici gelişimsel atölyeler düzenlemekteyiz;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Kamera, Montesorri, Yabancı Dil, Kodlama, Aile Daışmanı
Neşeli Düşler Anaokulu;Sancaktepe / İstanbul;kurum_galeri/neşelidüşleranaokulu_1770962396.jpg;+905544492010;iletisim@oyungruplari.com;Haftaiçi 5 gün 2 saat ve haftaiçi 3 gün 2 saat secenekleriyle oyun gruplarımız vardır. İçeriği: türkçe dil etkinliği, öz bakım becerileri, inşa çalışması, dikkat etkinlikleri,kaba motor becerileri,hareket etkinlikleri,matematik çalışması, yoğurma maddeleri, hikaye saatleri, ince motor becerileri, denge koordinasyon çalısmaları, oyun saatleri, bahçe etkinlikleri...;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Jimnastik, Dans, Muzik, Orff, Yaratıcı Drama, Güvenlik, Kamera, Yemek, Montesorri, Waldorf, Yabancı Dil, Kodlama, Bahce, Çocuk Parkı
Kids Yoga House;Kartal / İstanbul;kurum_galeri/kidsyogahouse_1770962397.jpg;+905536943561;iletisim@oyungruplari.com;Çocuk yoga ile Çocukların beden, zihin ve duygu farkındalığını arttırmak için çocukları erken yaşta yoga, nefes ve meditasyon ile tanıştırıyorum;;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Yoga
Oyunakademi;İzmit / Kocaeli;kurum_galeri/oyunakademi_1770962399.jpg;+905336001882;iletisim@oyungruplari.com;Kocaeli'nin İzmit ilçesinde 15-24 ay ve kreşe hazırlık oyun grupları düzenliyoruz. Oyunakademi ile ilgili her bilgiyi blog kısmında detaylı bir  şekilde görebilirsiniz.;;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, Yoga, Muzik, Yaratıcı Drama, Kamera, Servis, Servis Ablası, Servis Ögretmeni, Montesorri, Yabancı Dil, Bahce, Çocuk Parkı
Mind Club İstanbul;Üsküdar / İstanbul;kurum_galeri/mindclubi̇stanbul_1770962400.jpg;+905326427110;iletisim@oyungruplari.com;"Mind Club 0-12 yaş arası çocukların eğitim gelişim takiplerinin yapılabileceği, uygun kitap ve oyunların önerileceği, yüksek zihin düzeyindeki çocukların zihin akranları ile buluşabilecekleri, çocukların ve ailelerinin ihtiyaçları olduğu zaman danışabilecekleri,kaynak bulabilecekleri, kendilerini anlayan, dinleyen bir yer olarak tasarlanmıştır. Mind Club'ta farklı yaş gruplarını hedefleyen programlar düzenlenir. Gelişim Değerlendirme ve Eğitim Danışmanlığı, Aile Destek Çalışmaları, Mindfulness, IQ Destek Programı, EQ Destek Programı, Yaratıcı Düşünme Prpgramı, Sensory Play, Akıl Oyunları ve çeşitli atölye çalışmaları gerçekleştirilir. 0-6 yaş döneminde çocukların dil-bilişsel , fiziksel, duygusal ve sosyal gelişimlerinin %70'i tamamlanmaktadır. Bu nedenle özellikle 0-6 yaş arası yapılacak eğitim gelişim takibi çok önemlidir. Mind Club İstanbul'da belirli aralıklarla görüşmelerde; bebeklikten itibaren ortaokul dönemine kadar olan çocukların gelişim testleri, zeka testleri ve çeşitli envanterler aracılığıyla gelişim değerlendirmeleri yapılır, ebeveynlere çocukların gelişim dönemleri hakkında bilgiler verilir ve evde birlikte geçirilen zamanlarda yapılabilecek yaşına, gelişimine uygun kitap ve oyunlar önerilir.";;;;;0 - 2 Yaş, 2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Jimnastik, Yüzme, Bale, Dans, Muzik, Yaratıcı Drama, Güvenlik, Kamera, Servis, Servis Ögretmeni, Yemek, Montesorri, Waldorf, Reggio Emilia, High Scope, Yabancı Dil, Kodlama, Satranç, Havuz, Bahce, Çocuk Parkı, Aile Daışmanı
Happy Kids Oyun Atölyesi;Şehzadeler / Manisa;kurum_galeri/happykidsoyunatölyesi_1770962402.jpg;+905528848496;iletisim@oyungruplari.com;Ebeveynli-ebeveynsiz oyun grupları 🧩Akıl oyunları 🎭Drama 🤸;;;;;
Piu Mingo Atölye;Şişli / İstanbul;kurum_galeri/piumingoatölye_1770962404.jpg;+905536181248;iletisim@oyungruplari.com;;;;;;
Atölye Pinus;Sarıyer / İstanbul;kurum_galeri/atölyepinus_1770962405.jpg;+905374790257;iletisim@oyungruplari.com;Atölye Pinus olarak gerçekleştirdiğimiz buluşmalarda ve etkinliklerimizde Waldorf yaklaşımını temel alıyoruz. Waldorf yaklaşımını doğa temelli ve deneyime dayanan bir eğitim yöntemidir. Bizim de esas amacımız çocukları doğayla buluşturmak, doğanın içindeki yapılandırılmamış deneyimlerden yararlanmalarını sağlamak, çocukların uzak kaldıkları doğa unsurlarını onlara tanıtmak, yaratıcılıklarını harekete geçirmek ve en önemlisi bunları yaparken hep birlikte eğlenmek.;;;;;
Muzipo Kids Tuzla;Tuzla / İstanbul;kurum_galeri/muzipokidstuzla_1770962406.jpg;+905052011472;iletisim@oyungruplari.com;Muzipo Kids Tuzla olarak İstanbul Tuzla bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Tuzla oyun grubu. İstanbul oyun grupları.;;;;;
Civcivim Anaokulu;Yenimahalle / Ankara;kurum_galeri/civcivimanaokulu_1770962408.jpg;+905062760701;iletisim@oyungruplari.com;;;;;;
Lions Oyun Evi;Beylikdüzü / İstanbul;kurum_galeri/lionsoyunevi_1770962409.jpg;+905061076321;iletisim@oyungruplari.com;Aktivite ve oyun evi. cocukların oyun alanında vakit gecırırken ebeveynlerin dinlenip keyifli vakit gecırebilecegı oyun evi;;;;;
Orman Pedagogu;Beykoz / İstanbul;kurum_galeri/ormanpedagogu_1770962411.jpg;+905353835164;iletisim@oyungruplari.com;;;;;;
Ayse Ceramics;Konak / İzmir;kurum_galeri/ayseceramics_1770962412.jpg;+905346078159;iletisim@oyungruplari.com;Seramik ve sanat atölyesi Çocuk Atölyeleri Anne-Çocuk seramik atölyeleri Yetişkin atölyeleri;;;;;
Fethiye Oyun ve Aktivite Merkezi;Fethiye / Muğla;kurum_galeri/fethiyeoyunveaktivitemerkezi_1770962413.jpg;+905458624654;iletisim@oyungruplari.com;Fethiye de ilk ve tek‼️ Ebeveynli Oyun Grubu Çocuk Atölyeleri(İngilizce-Cimnastik-Zumba) DIRFloortime Sas Uygulayıcısı Çocuk Yogası;;;;;
Orman Atölyesi;Üsküdar / İstanbul;kurum_galeri/ormanatölyesi_1770962415.jpg;+905051041434;iletisim@oyungruplari.com;"Evlere sığamayanlar birleştik ve oyunun,merak etmenin iyilestirici gücüne inanarak çıktığımız bu yolda hızla büyüyoruz. Birlikte büyümemize;birbirimizden doğada(n) öğrenmemize ise muhteşem güzelliği ile Validebağ Korusu şahitlik ediyor.🍀";;;;;2 - 3 Yaş, 3 - 4 Yaş, 4 - 5 Yaş, 5 - 6 Yaş, 6+ Yaş, Muzik, Yaratıcı Drama, Servis, Servis Ögretmeni, Yemek, Kodlama, Bahce
Şirinler Anaokulu;Keçiören / Ankara;kurum_galeri/şirinleranaokulu_1770962416.jpg;+905054361721;iletisim@oyungruplari.com;;;;;;
Mavi Çam Anaokulu ve Kreş;Çankaya / Ankara;kurum_galeri/maviçamanaokuluvekreş_1770962417.jpg;+905510506017;iletisim@oyungruplari.com;Başka Bir Okul! İngilizce / Felsefe / Tenis / Robotik Kodlama / Drama / Seramik / Steam ve daha fazlası...;;;;;
Özel Elit Çocuk Anaokulu;Çankaya / Ankara;kurum_galeri/özelelitçocukanaokulu_1770962419.jpg;+905451055600;iletisim@oyungruplari.com;Elit Çocuk Anaokulu, bilimi referans noktası alan, çağdaş eğitimin temel taşı olan sorgulama becerisinin geliştirilebilmesi için programlar oluşturan, her bireyin farklı olduğu bilincinden hareketle dünyada başarısı kanıtlanmış eğitim ekollerinden faydalanan, Atatürk ilke ve inkılapları ışığında çağı yakalayan “Proje Temelli Bütüncül Eğitim Modeli” ile şeffaf, aile katılımı etkin, tercih edilen bir okul öncesi eğitim kurumu olmak için çalışmaktadır.;;;;;
Muzipo Kids Şişli;Şişli / İstanbul;kurum_galeri/muzipokidsşişli_1770962420.jpg;+905345123012;iletisim@oyungruplari.com;Muzipo Kids Şişli olarak İstanbul Şişli bölgesinde çocuklar için oyun grubu ve atölye düzenleyen bir oyun evi firması olarak hizmet sunmaktayız. Çocukların gelişimine katkı sağlayan, sosyalleştiren ve eğlenmelerini sağlayan bir çok etkinlik düzenlemekteyiz. Bize katılmak ve birbirinden farklı etkinlikler ile çocuğunuzun oyun evi ortamında sosyalleşmesini ve etkileşime geçmesini isterseniz bize bu sayfadaki iletişim bilgilerimizden ulaşabilirsiniz. Aşağıdaki butona tıklayarak etkinlik ilanlarımızı inceleyebilirsiniz. Şişli oyun grubu. İstanbul oyun grupları.;;;;;
Çocuk ve Ergen Psikoloğu;Tepebaşı / Eskişehir;kurum_galeri/çocukveergenpsikoloğu_1770962421.jpg;+905061346759;iletisim@oyungruplari.com;Klinik Psikolog Fatma Güven, 1998 yılında Eskişehir'de doğmuştur. 2016 yılında Üsküdar Üniversitesi Psikoloji bölümü eğitimine başlamıştır. 2020 yılında Psikoloji bölümünü onur derecesi ile tamamlayıp yine aynı üniversitede klinik psikoloji yüksek lisansına başlamıştır. 2022 yılında klinik psikoloji yüksek lisansını '' Covid-19 Pandemi sürecinde gebe ve doğum yapan bireylerin psikolojik durumu ve bağlanma örüntüleri'' adlı bitirme projesi ile tamamlayıp uzmanlık unvanını almaya hak kazanmıştır. Lisans ve yüksek lisans eğitimi sürecinde birçok hastane ve danışmanlık merkezlerinde staj yaparak yetişkin ve çocuk alanında deneyim kazanmıştır. Bir yıldan fazla sürede yetişkin psikoterapi seanslarını yürütmekte olup tamamladığı eğitimler sonrasında çocuk ve ergen alanında danışan kabulüne başlamıştır. Uzmanlık alanı çocuk ve ergen psikoterapisidir. 3-10 yaş arası çocuklarda deneyimsel oyun terapisi ergenler de ise bilişsel davranışçı terapi ekolü ile seanslarını yürütmektedir.;;;;;Psikolojik
